k,db_score,avg_cos_sim,avg_eucl_dist
2,4.387936967170179,0.06260452180091217,1.3616829121568519
43,3.3206887395307185,0.012812004744307472,4.55026792336899
3,3.8597155089141766,0.03296841868290869,2.037326490148893
5,3.5999743582739514,0.024711658626959575,2.7661316841882977
7,3.462239530240711,0.01230993584911708,3.139423054767395
10,3.3498119767291628,0.011448867832264942,3.482751472855628
